km,reward
192084.0,12022931
192955.0,12069246
193476.0,12141224
194091.0,12206309
194557.0,12282319
195614.0,12314996
196205.0,12312041
196671.0,12309711
196987.0,12308131
197303.0,12306551
197619.0,12393560
198597.0,12432029
198793.0,12431049
199800.0,12467392
200341.0,12537903
200929.0,12604968
201517.0,12672033
202574.0,12704710
203165.0,12701755
203631.0,12699425
203947.0,12786434
204729.0,12839274
205511.0,12892114
206157.0,12954926
206803.0,12951696
207657.0,12999257
208567.0,13042712
208792.0,13041587
209646.0,13089148
210184.0,13159879
210500.0,13158299
210816.0,13156719
211132.0,13243728
211597.0,13319812
212062.0,13395896
212287.0,13489577
213294.0,13525920
213760.0,13523590
214076.0,13522010
214930.0,13569571
215784.0,13617132
216430.0,13679944
217076.0,13676714
217722.0,13739526
218897.0,13763551
219954.0,13796228
221011.0,13828905
222068.0,13861582
222384.0,13948591
222849.0,14024675
223464.0,14089760
224079.0,14154845
224816.0,14210985
225462.0,14273797
226244.0,14326637
226710.0,14324307
227248.0,14395038
228102.0,14442599
228418.0,14441019
228959.0,14511530
229966.0,14547873
230162.0,14643680
230973.0,14694394
231122.0,14693649
232179.0,14726326
233236.0,14759003
234293.0,14791680
235080.0,14844154
235276.0,14843174
235472.0,14938981
236259.0,14991455
236850.0,14988500
237316.0,14986170
237632.0,14984590
238486.0,15032151
239340.0,15079712
239656.0,15078132
240194.0,15148863
240583.0,15146918
240732.0,15146173
240881.0,15245427
242087.0,15267179
242678.0,15264224
243685.0,15300567
244226.0,15371078
244542.0,15458087
245396.0,15505648
246250.0,15553209
246566.0,15551629
246882.0,15550049
247198.0,15548469
247739.0,15618980
247964.0,15617855
248818.0,15665416
249207.0,15747072
249596.0,15828728
250506.0,15872183
251513.0,15908526
252000.0,15982997
252683.0,16043096
253366.0,16103195
253853.0,16177666
254635.0,16230506
255417.0,16283346
256424.0,16319689
257295.0,16366004
257941.0,16428816
258257.0,16427236
259314.0,16459913
259905.0,16526758
260371.0,16524428
260687.0,16522848
261469.0,16575688
261956.0,16650159
262345.0,16648214
262866.0,16720192
263091.0,16719067
264069.0,16757536
264880.0,16808250
265029.0,16807505
265345.0,16894514
265570.0,16988195
265795.0,16987070
266649.0,17034631
267038.0,17032686
267187.0,17031941
267503.0,17030361
268285.0,17083201
268772.0,17157672
269161.0,17155727
269310.0,17154982
269626.0,17153402
270272.0,17216214
271447.0,17240239
272038.0,17237284
272504.0,17234954
273561.0,17267631
274639.0,17298768
275493.0,17346329
276275.0,17399169
276741.0,17396839
277057.0,17395259
277522.0,17471343
277671.0,17470598
277987.0,17469018
278303.0,17467438
278619.0,17554447
279597.0,17592916
280377.0,17645903
281023.0,17642673
281877.0,17690234
282560.0,17750333
282756.0,17749353
283222.0,17747023
283538.0,17745443
284516.0,17783912
285494.0,17822381
286276.0,17875221
286867.0,17942066
288042.0,17966091
288630.0,18033156
289168.0,18103887
289706.0,18174618
290244.0,18245349
290633.0,18243404
290782.0,18242659
291098.0,18241079
291414.0,1823949
