km,reward
172836.0,10463370
173707.0,10509685
174291.0,10577043
175073.0,10629883
175298.0,10723564
176169.0,10769879
176815.0,10766649
177461.0,10829461
178107.0,10892273
179085.0,10930742
180288.0,10952714
180513.0,10951589
181367.0,10999150
182438.0,11030800
183613.0,11054825
184819.0,11076577
184968.0,11075832
185506.0,11146563
185895.0,11144618
186706.0,11195332
187493.0,11247806
188084.0,11314651
188550.0,11312321
189607.0,11344998
190664.0,11377675
191205.0,11448186
192212.0,11484529
192678.0,11482199
193266.0,11549264
193912.0,11546034
194766.0,11593595
195155.0,11591650
195676.0,11663628
195901.0,11662503
196755.0,11710064
197826.0,11741714
198410.0,11809072
198606.0,11904879
198802.0,11903899
199584.0,11956739
199900.0,11955159
200438.0,12025890
200827.0,12023945
202033.0,12045697
203208.0,12069722
203796.0,12136787
204334.0,12207518
204723.0,12205573
204872.0,12204828
205188.0,12291837
206042.0,12339398
206431.0,12337453
206580.0,12336708
207121.0,12407219
207346.0,12406094
207571.0,12499775
208112.0,12570286
208428.0,12568706
208744.0,12567126
209060.0,12565546
209376.0,12563966
209917.0,12634477
211120.0,12656449
211316.0,12752256
211782.0,12749926
212323.0,12820437
213194.0,12866752
214265.0,12898402
214654.0,12896457
215269.0,12961542
216276.0,12997885
216501.0,12996760
217355.0,13044321
218209.0,13091882
219063.0,13139443
219550.0,13213914
219746.0,13309721
220533.0,13362195
221739.0,13383947
222128.0,13465603
222615.0,13540074
223081.0,13537744
223743.0,13599383
223939.0,13598403
224530.0,13665248
225121.0,13732093
225587.0,13729763
226128.0,13800274
226999.0,13846589
227645.0,13843359
227870.0,13937040
228411.0,14007551
228949.0,14078282
229487.0,14149013
230544.0,14181690
231601.0,14214367
232139.0,14285098
232993.0,14332659
233218.0,14426340
234225.0,14462683
234691.0,14460353
235007.0,14458773
235861.0,14506334
236250.0,14504389
236639.0,14586045
237028.0,14584100
237177.0,14583355
237493.0,14670364
237809.0,14668784
238275.0,14744794
239057.0,14797634
239373.0,14796054
239914.0,14866565
240139.0,14865440
240785.0,14928252
241431.0,14925022
241747.0,14923442
242063.0,14921862
242917.0,14969423
243995.0,15000560
244586.0,14997605
245170.0,15064963
245907.0,15121103
246296.0,15202759
247206.0,15246214
247431.0,15245089
247747.0,15243509
248288.0,15314020
249295.0,15350363
249761.0,15348033
250299.0,15418764
250688.0,15416819
251499.0,15467533
251695.0,15563340
252161.0,15561010
252699.0,15631741
253088.0,15629796
253237.0,15629051
253553.0,15627471
254199.0,15690283
255270.0,15721933
255808.0,15792664
256346.0,15863395
256884.0,15934126
257200.0,15932546
258054.0,15980107
258443.0,15978162
258832.0,16059818
259221.0,16141474
260427.0,16163226
261018.0,16160271
261800.0,16213111
262654.0,16260672
263337.0,16320771
264148.0,16371485
264669.0,16443463
265540.0,16489778
266124.0,16557136
266611.0,16631607
267294.0,16691706
267977.0,16751805
269055.0,16782942
269646.0,16779987
270112.0,16777657
271169.0,16810334
272344.0,16834359
272990.0,16831129
273215.0,16924810
274086.0,16971125
275261.0,16995150
276318.0,17027827
276856.0,17098558
277710.0,17146119
278688.0,17184588
279468.0,17237575
280339.0,17283890
280564.0,17282765
281346.0,17335605
281812.0,17333275
282128.0,17420284
282910.0,17473124
283106.0,17568931
284309.0,17590903
285316.0,17627246
285782.0,17624916
286839.0,17657593
287430.0,17654638
287896.0,17652308
288212.0,17650728
288528.0,17649148
289069.0,17719659
289294.0,17718534
289610.0,17805543
290076.0,17881553
290660.0,17948911
291306.0,17945681
292088.0,17998521
293095.0,18034864
293966.0,18081179
294612.0,18077949
294837.0,18171630
295844.0,18207973
296331.0,18282444
297185.0,18330
