km,reward
140582.0,9762871
141589.0,9799214
142130.0,9869725
142446.0,9868145
143300.0,9915706
144378.0,9946843
145435.0,9979520
145751.0,9977940
146605.0,10025501
147683.0,10056638
148761.0,10087775
149150.0,10085830
150356.0,10107582
150947.0,10174427
151143.0,10173447
151339.0,10172467
152121.0,10225307
152437.0,10223727
152978.0,10294238
153849.0,10340553
154629.0,10393540
155832.0,10415512
156703.0,10461827
157287.0,10529185
158294.0,10565528
158815.0,10637506
159336.0,10709484
160343.0,10745827
160539.0,10744847
160735.0,10840654
160931.0,10839674
161742.0,10890388
162948.0,10912140
164154.0,10933892
164965.0,10984606
165943.0,11023075
166168.0,11116756
166393.0,11115631
167371.0,11154100
168151.0,11207087
169222.0,11238737
169760.0,11309468
170076.0,11307888
170392.0,11306308
170708.0,11393317
171354.0,11456129
172529.0,11480154
173735.0,11501906
174124.0,11583562
174513.0,11581617
174902.0,11663273
175980.0,11694410
177155.0,11718435
177743.0,11715495
178059.0,11802504
178375.0,11889513
178916.0,11960024
179141.0,11958899
179787.0,12021711
180962.0,12045736
182560.0,12038746
182785.0,12037621
183010.0,12131302
183235.0,12130177
183881.0,12192989
184469.0,12260054
184785.0,12258474
185431.0,12321286
186015.0,12388644
186502.0,12463115
187580.0,12494252
188171.0,12491297
188762.0,12558142
189353.0,12624987
189549.0,12624007
189745.0,12719814
189941.0,12718834
190137.0,12717854
190752.0,12782939
190901.0,12782194
191958.0,12814871
192549.0,12881716
193164.0,12946801
193313.0,12946056
193462.0,13045310
193611.0,13044565
193927.0,13042985
194243.0,13041405
194559.0,13039825
195341.0,13092665
195537.0,13091685
196515.0,13130154
196740.0,13223835
197261.0,13295813
197650.0,13377469
198137.0,13451940
198333.0,13450960
199144.0,13501674
199609.0,13577758
200074.0,13653842
201280.0,13675594
202878.0,13668604
203749.0,13714919
204395.0,13777731
204620.0,13871412
204845.0,13870287
205823.0,13908756
206603.0,13961743
207674.0,13993393
208063.0,13991448
208212.0,13990703
208528.0,14077712
208753.0,14171393
208978.0,14170268
209760.0,14223108
210344.0,14290466
210928.0,14357824
211124.0,14356844
211320.0,14355864
211807.0,14430335
212196.0,14428390
212345.0,14427645
212661.0,14514654
213515.0,14562215
214369.0,14609776
214685.0,14608196
215001.0,14606616
215226.0,14700297
215451.0,14699172
216429.0,14737641
216625.0,14736661
217240.0,14801746
217761.0,14873724
218282.0,14945702
218431.0,14944957
218969.0,15015688
219823.0,15063249
220677.0,15110810
221066.0,15108865
221681.0,15173950
221877.0,15172970
222688.0,15223684
223077.0,15305340
223466.0,15303395
223615.0,15302650
223931.0,15301070
224247.0,15299490
224563.0,15297910
225209.0,15360722
226384.0,15384747
226975.0,15381792
227559.0,15449150
228147.0,15446210
228685.0,15516941
229074.0,15514996
230280.0,15536748
230871.0,15533793
231067.0,15532813
232270.0,15554785
233141.0,15601100
234316.0,15625125
234907.0,15691970
235103.0,15690990
235890.0,15743464
237096.0,15765216
238302.0,15786968
239380.0,15818105
239769.0,15816160
240234.0,15892244
240699.0,15968328
241510.0,16019042
242290.0,16072029
242878.0,16069089
243027.0,16168343
243416.0,16249999
244494.0,16281136
246092.0,16274146
246317.0,16273021
247295.0,16311490
247957.0,16373129
248106.0,16472383
248917.0,16523097
249704.0,16575571
250295.0,16572616
250886.0,16639461
251477.0,16636506
252259.0,16689346
253113.0,16736907
253600.0,16811378
254607.0,16847721
255810.0,16869693
257013.0,16891665
257554.0,16962176
257870.0,16960596
258652.0,17013436
259139.0,17087907
260210.0,17119557
260990.0,17172544
261777.0,17225018
262368.0,17222063
262564.0,17221083
263226.0,17282722
263542.0,17281142
263858.0,17368151
264446.0,17435216
265621.0,17459241
266678.0,17491918
267266.0,17558983
268137.0,17605298
268362.0,17604173
269144.0,17657013
269340.0,17656033
270023.0,17716132
270877.0,17763693
271102.0,17857374
271623.0,17929352
272012.0,18011008
272550.0,18081739
272699.0,18180993
273510.0,18231707
274290.0,18284694
274878.0,18351759
275194.0,18350179
275419.0,18443860
275960.0,18514371
276109.0,18613625
276498.0,18695281
276887.0,18776937
277698.0,18827651
278478.0,18880638
279066.0,18877698
279607.0,18948209
279832.0,18947084
280057.0,19040765
280598.0,19111276
281139.0,19181787
281364.0,19180662
282218.0,19228223
282901.0,19288322
283097.0,19384129
283293.0,19383149
284080.0,19435623
285286.0,19457375
285675.0,19539031
286529.0,19586592
286994.0,1966
