km,reward
118694.0,7463289
119548.0,7510850
120526.0,7549319
120722.0,7548339
121188.0,7546009
121504.0,7544429
122286.0,7597269
122877.0,7664114
124083.0,7685866
124820.0,7742006
125466.0,7804818
126248.0,7857658
126714.0,7855328
127030.0,7853748
127884.0,7901309
128962.0,7932446
130137.0,7956471
130783.0,8019283
131761.0,8057752
132541.0,8110739
133187.0,8107509
133412.0,8201190
133637.0,8200065
134419.0,8252905
135201.0,8305745
135847.0,8368557
137022.0,8392582
138197.0,8416607
138843.0,8413377
139489.0,8476189
140135.0,8472959
140781.0,8535771
141369.0,8602836
141685.0,8601256
142539.0,8648817
143449.0,8692272
144456.0,8728615
144922.0,8726285
145463.0,8796796
145688.0,8795671
146004.0,8794091
146545.0,8864602
147086.0,8935113
148143.0,8967790
149349.0,8989542
150555.0,9011294
151146.0,9008339
151928.0,9061179
152244.0,9059599
152832.0,9126664
153703.0,9172979
153928.0,9171854
154153.0,9265535
155024.0,9311850
155670.0,9308620
155986.0,9307040
156302.0,9305460
157156.0,9353021
157545.0,9351076
158066.0,9423054
159269.0,9445026
159465.0,9540833
160049.0,9608191
161120.0,9639841
161658.0,9710572
162124.0,9786582
162320.0,9882389
163107.0,9934863
164282.0,9958888
165153.0,10005203
166024.0,10051518
166895.0,10097833
167436.0,10168344
167977.0,10238855
168202.0,10237730
169180.0,10276199
169842.0,10337838
169991.0,10437092
170728.0,10493232
171374.0,10490002
172228.0,10537563
172715.0,10612034
173181.0,10609704
174238.0,10642381
174829.0,10639426
175611.0,10692266
176076.0,10768350
176691.0,10833435
177473.0,10886275
177698.0,10979956
177923.0,10978831
178239.0,10977251
178555.0,10975671
179201.0,11038483
179847.0,11035253
180163.0,11033673
181220.0,11066350
181811.0,11063395
182298.0,11137866
183208.0,11181321
184215.0,11217664
184799.0,11285022
185445.0,11281792
186227.0,11334632
187234.0,11370975
187459.0,11369850
188105.0,11432662
189176.0,11464312
189565.0,11462367
190180.0,11527452
190646.0,11525122
191187.0,11595633
191412.0,11594508
192266.0,11642069
192655.0,11640124
192804.0,11639379
193861.0,11672056
194452.0,11669101
195067.0,11734186
195216.0,11733441
195532.0,11731861
196314.0,11784701
196780.0,11782371
197321.0,11852882
197862.0,11923393
198919.0,11956070
200125.0,11977822
200274.0,11977077
200590.0,11975497
200906.0,11973917
201444.0,12044648
201982.0,12115379
202131.0,12214633
203337.0,12236385
203928.0,12303230
204415.0,12377701
204804.0,12375756
204953.0,12375011
205269.0,12373431
205585.0,12371851
206126.0,12442362
206351.0,12441237
207133.0,12494077
207915.0,12546917
208380.0,12623001
208529.0,12622256
208845.0,12709265
209070.0,12802946
209611.0,12873457
210149.0,12944188
210687.0,13014919
211003.0,13013339
211649.0,13076151
212295.0,13072921
213273.0,13111390
214476.0,13133362
214701.0,13132237
215017.0,13130657
215333.0,13217666
215649.0,13216086
216706.0,13248763
217297.0,13245808
217881.0,13313166
218469.0,13380231
219010.0,13450742
219551.0,13521253
219867.0,13519673
220183.0,13606682
221240.0,13639359
222318.0,13670496
223228.0,13713951
223453.0,13712826
224431.0,13751295
225218.0,13803769
225809.0,13870614
226275.0,13868284
227332.0,13900961
228507.0,13924986
229153.0,13921756
229618.0,13997840
230233.0,14062925
231015.0,14115765
231869.0,14163326
232723.0,14210887
233505.0,14263727
234287.0,14316567
235141.0,14364128
235530.0,14362183
236736.0,14383935
237327.0,14380980
237918.0,14447825
238509.0,14444870
239516.0,14481213
239741.0,14480088
240057.0,14478508
240206.0,14577762
240821.0,14642847
241412.0,14709692
242618.0,14731444
242767.0,14730699
243083.0,14729119
243399.0,14727539
243940.0,14798050
244947.0,14834393
245954.0,14870736
246825.0,14917051
247413.0,14984116
247729.0,14982536
248511.0,15035376
248977.0,15033046
249293.0,15031466
249758.0,15107550
249907.0,15106805
250445.0,15177536
250834.0,15175591
251223.0,15257247
252133.0,15300702
253004.0,15347017
253588.0,15414375
254054.0,15412045
254370.0,15410465
254595.0,15504146
255602.0,15540489
256068.0,15538159
257125.0,15570836
258203.0,15601973
259113.0,15645428
260120.0,15681771
260586.0,15757781
260902.0,15756201
261218.0,15754621
261756.0,15825352
262145.0,15907008
262534.0,15988664
262923.0,16070320
263538.0,16135405
264320.0,16188245
264545.0,16281926
264770.0,16280801
265416.0,16343613
266487.0,16375263
267025.0,16445994
267174.0,16545248
267563.0,16626904
268101.0,16697635
269158.0,16730312
270236.0,16761449
270625.0,16759504
270774.0,16758759
271312.0,16829490
271701.0,16827545
271850.0,16826800
272166.0,16825220
273144.0,16863689
273931.0,16916163
275009.0,16947300
276087.0,16978437
277165.0,17009574
278019.0,17057135
278665.0,17119947
279311.0,17116717
280093.0,17169557
280677.0,17236915
281852.0,17260940
282930.0,17292077
283784.0,17339638
284009.0,17433319
284234.0,17432194
285088.0,17479755
285477.0,17477810
285866.0,17559466
286255.0,17557521
286776.0,17629499
287647.0,17675814
288293.0,17738626
288518.0,17832307
289389.0,17878622
290260.0,17924937
291131.0,17971252
291715.0,18038610
292497.0,18091450
292813.0,18089870
293351.0,18160601
2
