km,reward
99066.0,5524748
100272.0,5546500
101447.0,5570525
102093.0,5567295
102875.0,5620135
103657.0,5672975
104635.0,5711444
104831.0,5807251
105446.0,5872336
105595.0,5871591
105911.0,5870011
106376.0,5946095
107582.0,5967847
108788.0,5989599
109403.0,6054684
109987.0,6122042
110767.0,6175029
111970.0,6197001
112841.0,6243316
114016.0,6267341
115191.0,6291366
116062.0,6337681
116287.0,6336556
116603.0,6423565
116919.0,6510574
117773.0,6558135
118627.0,6605696
119273.0,6668508
119919.0,6665278
120773.0,6712839
121162.0,6710894
121551.0,6792550
122038.0,6867021
122820.0,6919861
123798.0,6958330
124585.0,7010804
125176.0,7007849
125760.0,7075207
126406.0,7071977
126871.0,7148061
127392.0,7220039
128263.0,7266354
128909.0,7263124
129763.0,7310685
130617.0,7358246
131471.0,7405807
132549.0,7436944
133140.0,7433989
133922.0,7486829
134238.0,7485249
134554.0,7572258
135200.0,7635070
135980.0,7688057
136176.0,7783864
136760.0,7851222
137406.0,7847992
138260.0,7895553
138747.0,7970024
139213.0,7967694
139754.0,8038205
139979.0,8037080
140625.0,8099892
141271.0,8096662
141496.0,8190343
142037.0,8260854
142699.0,8322493
143486.0,8374967
144077.0,8372012
144668.0,8438857
145259.0,8435902
145725.0,8433572
146782.0,8466249
148380.0,8459259
148605.0,8458134
148830.0,8551815
149701.0,8598130
150347.0,8594900
151201.0,8642461
151590.0,8640516
152327.0,8696656
152973.0,8693426
153289.0,8691846
153605.0,8690266
154459.0,8737827
155537.0,8768964
156615.0,8800101
157004.0,8881757
157815.0,8932471
158477.0,8994110
159018.0,9064621
159889.0,9110936
160535.0,9173748
161389.0,9221309
162460.0,9252959
163106.0,9249729
163331.0,9343410
164202.0,9389725
164848.0,9452537
165826.0,9491006
166488.0,9552645
166804.0,9639654
167269.0,9715738
168080.0,9766452
169283.0,9788424
170290.0,9824767
170756.0,9900777
171813.0,9933454
172891.0,9964591
173280.0,9962646
173429.0,9961901
173967.0,10032632
174454.0,10107103
175038.0,10174461
175622.0,10241819
176404.0,10294659
176869.0,10370743
177258.0,10452399
178112.0,10499960
178894.0,10552800
179360.0,10550470
179676.0,10637479
179992.0,10635899
180308.0,10634319
180533.0,10728000
181074.0,10798511
181223.0,10897765
181372.0,10897020
181910.0,10967751
182299.0,10965806
182764.0,11041890
183410.0,11104702
184056.0,11101472
184838.0,11154312
185304.0,11151982
185620.0,11238991
185936.0,11237411
186085.0,11336665
186896.0,11387379
187683.0,11439853
188274.0,11436898
188740.0,11434568
189797.0,11467245
191003.0,11488997
191152.0,11488252
191468.0,11486672
191693.0,11580353
191918.0,11579228
192234.0,11577648
192896.0,11639287
193092.0,11735094
193558.0,11732764
193874.0,11731184
194520.0,11793996
195591.0,11825646
195980.0,11823701
196129.0,11822956
196670.0,11893467
197211.0,11963978
197752.0,12034489
197977.0,12033364
198293.0,12031784
198609.0,12030204
199587.0,12068673
199783.0,12067693
200398.0,12132778
201209.0,12183492
201405.0,12182512
201871.0,12180182
202187.0,12267191
202412.0,12360872
202637.0,12359747
203283.0,12422559
203929.0,12419329
204907.0,12457798
205103.0,12456818
205569.0,12454488
206157.0,12521553
207332.0,12545578
207923.0,12612423
208507.0,12679781
209091.0,12747139
209675.0,12814497
210321.0,12811267
210786.0,12887351
211523.0,12943491
212169.0,12940261
212485.0,12938681
212801.0,12937101
213117.0,12935521
213433.0,13022530
214215.0,13075370
214681.0,13073040
215222.0,13143551
216425.0,13165523
216621.0,13164543
217087.0,13162213
217236.0,13261467
217625.0,13343123
218112.0,13417594
218578.0,13415264
219166.0,13482329
219812.0,13545141
220037.0,13638822
220262.0,13637697
220578.0,13636117
220894.0,13723126
221119.0,13816807
221344.0,13815682
221660.0,13814102
222126.0,13890112
222592.0,13887782
222908.0,13974791
223886.0,14013260
224673.0,14065734
225730.0,14098411
226046.0,14185420
226692.0,14248232
227763.0,14279882
228301.0,14350613
228842.0,14421124
229849.0,14457467
230464.0,14522552
230613.0,14521807
231151.0,14592538
231540.0,14590593
232277.0,14646733
232923.0,14643503
233239.0,14641923
233388.0,14741177
233537.0,14740432
233853.0,14738852
234169.0,14737272
234485.0,14735692
235339.0,14783253
235728.0,14864909
236934.0,14886661
237525.0,14883706
237991.0,14881376
238307.0,14968385
239680.0,14977892
240271.0,14974937
240758.0,15049408
241296.0,15120139
241612.0,15207148
242077.0,15283232
242466.0,15364888
243320.0,15412449
244174.0,15460010
244857.0,15520109
245835.0,15558578
246060.0,15652259
246285.0,15651134
247067.0,15703974
247651.0,15771332
248235.0,15838690
249017.0,15891530
249242.0,15985211
250113.0,16031526
251184.0,16063176
251722.0,16133907
252038.0,16220916
253016.0,16259385
253803.0,16311859
254860.0,16344536
255176.0,16342956
256030.0,16390517
256517.0,16464988
256983.0,16462658
257521.0,16533389
257910.0,16615045
258721.0,16665759
259404.0,16725858
259793.0,16807514
260182.0,16889170
260720.0,16959901
261777.0,16992578
262834.0,17025255
263372.0,17095986
263910.0,17166717
264059.0,17265971
264580.0,17337949
264805.0,17336824
265587.0,17389664
266202.0,17454749
267013.0,17505463
267800.0,17557937
269006.0,17579689
269395.0,17661345
269784.0,17659400
270990.0,17681152
271581.0,17678197
272363.0,17731037
273217.0,17778598
273900.0,17838697
274711.0,17889411
275917.0,17911163
277515.0,17904173
277740.0,17903048
278522.0,17955888
279106.0,18023246
279752.0,18020016
280068.0,18018436
280606.0,18089167
280995.0,18087222
281384.0,18168878
281773.0,18166933
282294.0,18238911
282519.0,18237786
282984.0,18313870
283721.0,18370010
284367.0,18366780
284592.0,18460461
284817.0,18459336
285133.0,18457756
285449.0,18456176
285765.0,18454596
286306.0,18525107
286531.0,18523982
287177.0,18586794
287823.0,18583564
288469.0,18646376
289115.0,18709188
289340.0,18802869
289565.0,18801744
289790.0,18895425
290015.0,18894300
290797.0,18947140
291263.0,189
